Post,Date,Artist,Song Name,Korean Name,Director,Video,Type,Release,Post.1,Date.1,Artist.1,Song Name.1,Korean Name.1,Director.1,Video.1,Type.1,Release.1,Year
Post,2017-01-17,CLC,Hobgoblin,도깨비,Vikings League,Youtube,Girl,Major,,,,,,,,,,2017
,2017-01-16,Niel,Love Affair,날 울리지마,,Youtube,Boy Solo,Major,,,,,,,,,,2017
,2017-01-15,Rain,The Best Present,최고의 선물,,Youtube,Boy Solo,Major,,,,,,,,,,2017
,2017-01-12,Jun.K,No Shadow,노쉐도우,Digipedi,Youtube,Boy Solo,Major,,,,,,,,,,2017
,2017-01-09,Ravi,Bomb,밤,Vikings League,Youtube,Boy Solo,Major,,,,,,,,,,2017
Post,2017-01-18,I.O.I,Downpour,소나기,,Youtube,Girl,Minor,,,,,,,,,,2017
,2017-01-17,Seohyun,Don't Say No,돈세이노,,Youtube,Girl Solo,Major,,,,,,,,,,2017
,2017-01-18,Park Kyung,When I'm With You feat. Brother Su,너 앞에서 나는,,Youtube,Boy Solo,Major,,,,,,,,,,2017
,2017-01-18,Kasper,Lean On Me,린온미,,Youtube,Girl Solo,Major,,,,,,,,,,2017
,2017-01-19,Kang Sira,Don't Wanna Forget,못 잊어,,Youtube,Girl Solo,Major,,,,,,,,,,2017
Post,2017-01-19,"Luna, Hani, Solar",Honey Bee,허니 비,Naive,Youtube,Girl,Special,,,,,,,,,,2017
,2017-01-12,I,I Wish feat. Tiger JK,간절히 바라면 이뤄질 거야,ZANYBROS,Youtube,Girl Solo,Major,,,,,,,,,,2017
,2017-01-23,Pentagon,Pretty Pretty,예쁨,,Youtube,Boy,Major,,,,,,,,,,2017
,2017-01-23,Jessi,Don't Make Me Cry,울리지마,,Youtube,Girl Solo,Major,,,,,,,,,,2017
,2017-01-24,Suzy,Yes No Maybe,예스노메이비,,Youtube,Girl Solo,Major,,,,,,,,,,2017
Post,2017-01-28,SHINee,Get The Treasure,겟더트레저,,Youtube,Boy,Japanese,,,,,,,,,,2017
Post,2017-02-01,Red Velvet,Rookie,루키,Shin Heewon,Youtube,Girl,Major,,,,,,,,,,2017
,2017-02-01,Rubber Soul,Freedom,프리덤,,Youtube,Girl,Major,,,,,,,,,,2017
,2017-01-25,MelodyDay,You Seem Busy feat. Ilhoon,바빠 보여요,Naive,Youtube,Girl,Minor,,,,,,,,,,2017
Post,2017-02-06,Block B,Yesterday,예스터데이,Tiger Cave,Youtube,Boy,Major,,,,,,,,,,2017
,2017-02-05,DAY6,You Were Beautiful,예뻤어,Naive,Youtube,Boy,Major,,,,,,,,,,2017
,2017-02-05,SF9,Roar,부르릉,VM Project,Youtube,Boy,Major,,,,,,,,,,2017
,2017-02-08,CROSS GENE,Black or White,블랙오어화이트,ZANYBROS,Youtube,Boy,Major,,,,,,,,,,2017
,2017-02-05,MASC,Tina,티나,,Youtube,Boy,Major,,,,,,,,,,2017
Post,2017-02-13,BTS,Spring Day,봄날,LUMPENS,Youtube,Boy,Major,,,,,,,,,,2017
,2017-02-13,B.I.G,"1,2,3",원투쓰리,Vikings League,Youtube,Boy,Major,,,,,,,,,,2017
,2017-02-09,NCT DREAM,My First and Last,마지막 첫사랑,,Youtube,Boy,Major,,,,,,,,,,2017
,2017-02-10,BEATWIN,Don't Leave,떠나지 말아요,,Youtube,Boy,Major,,,,,,,,,,2017
,2017-02-14,BIGFLO,Stardom,스타덤,,Youtube,Boy,Major,,,,,,,,,,2017
Post,2017-02-15,MelodyDay,Kiss On The Lips,키스 온 더 립스,Naive,Youtube,Girl,Major,,,,,,,,,,2017
Post,2017-02-16,KARD,Don't Recall,돈리콜,,Youtube,Co-ed,Major,,,,,,,,,,2017
,2017-02-18,Taeyeon,I Got Love,아이갓러브,,Youtube,Girl Solo,Major,,,,,,,,,,2017
Post,2017-02-20,Twice,Knock Knock,낙낙,Naive,Youtube,Girl,Major,,,,,,,,,,2017
Post,2017-02-20,BTS,Not Today,낫 투데이,GDW,Youtube,Boy,Major,,,,,,,,,,2017
,2017-02-22,100%,Sketch U,어디 있니,,Youtube,Boy,Major,,,,,,,,,,2017
,2017-02-18,VAV,Venus (Dance With Me),비너스,,Youtube,Boy,Major,,,,,,,,,,2017
Post,2017-02-27,gugudan,A Girl Like Me,나 같은 애,Digipedi,Youtube,Girl,Major,,,,,,,,,,2017
Post,2017-02-26,Lovelyz,WoW!,와우,Digipedi,Youtube,Girl,Major,,,,,,,,,,2017
,2017-01-17,100%,How To Cry,,,Youtube,Boy,Japanese,,,,,,,,,,2017
,2017-02-27,UP10TION,ID,,,Youtube,Boy,Japanese,,,,,,,,,,2017
,2017-02-27,HIGH4,Love Line,러브라인,,Youtube,Boy,Minor,,,,,,,,,,2017
,2017-02-26,IMFACT,Please Be My First Love,첫사랑을 부탁해,,Youtube,Boy,Minor,,,,,,,,,,2017
,2017-02-28,Taeyeon,Fine,파인,,Youtube,Girl Solo,Major,,,,,,,,,,2017
,2017-03-02,VICTON,Eyez Eyez,아이즈 아이즈,Tiger Cave,Youtube,Boy,Major,,,,,,,,,,2017
,2017-03-02,KARD,Don't Recall (Hidden ver.),돈리콜,,Youtube,Co-ed,English,,,,,,,,,,2017
Post,2017-03-06,GFRIEND,Fingertip,핑거팁,ZANYBROS,Youtube,Girl,Major,,,,,,,,,,2017
,2017-03-06,DAY6,How Can I Say,어떻게 말해,Naive,Youtube,Boy,Major,,,,,,,,,,2017
Post,2017-03-07,Brave Girls,Rollin',롤린,,Youtube,Girl,Major,,,,,,,,,,2017
Post,2017-03-07,B.A.P,Wake Me Up,웩미업,ZANYBROS,Youtube,Boy,Major,,,,,,,,,,2017
Post,2017-03-06,BtoB,Movie,무비,,Youtube,Boy,Major,,,,,,,,,,2017
Post,2017-03-13,GOT7,Never Ever,네버에버,,Youtube,Boy,Major,,,,,,,,,,2017
,2017-03-13,LOONA 1/3,Love&Live,"지금, 좋아해",,Youtube,Girl,Major,,,,,,,,,,2017
,2017-03-08,ROMEO,Without U,니가 없는데,ZANYBROS,Youtube,Boy,Major,,,,,,,,,,2017
Post,2017-03-21,Pristin,Wee Woo,위우,Naive,Youtube,Girl,Major,,,,,,,,,,2017
,2017-03-20,CNBLUE,Between Us,헷갈리게,,Youtube,Boy,Major,,,,,,,,,,2017
,2017-03-21,MONSTA X,Beautiful,아름다워,,Youtube,Boy,Major,,,,,,,,,,2017
,2017-03-20,Highlight,Plz Don't Be Sad,얼굴 찌푸리지 말아요,,Youtube,Boy,Major,,,,,,,,,,2017
,2017-03-13,Highlight,It's Still Beautiful,아름답다,,Youtube,Boy,Minor,,,,,,,,,,2017
,2017-03-16,Seven O'Clock,Echo,시계바늘,,Youtube,Boy,Major,,,,,,,,,,2017
,2017-03-12,MVP,Take It,선택해,,Youtube,Boy,Major,,,,,,,,,,2017
Post,2017-03-27,Girl's Day,I'll Be Yours,아윌비유얼즈,Digipedi,Youtube,Girl,Major,,,,,,,,,,2017
,2017-03-21,Apink,Bye Bye,바이 바이,,Youtube,Girl,Japanese,,,,,,,,,,2017
Post,2017-04-03,Oh My Girl,Coloring Book,컬러링북,,Youtube,Girl,Major,,,,,,,,,,2017
,2017-04-04,WINNER,Fool,풀,Jinooya,Youtube,Boy,Major,,,,,,,,,,2017
,2017-04-04,WINNER,Really Really,릴리릴리,Dave Meyers,Youtube,Boy,Major,,,,,,,,,,2017
,2017-03-30,Red Velvet,Would U,우드유,,Youtube,Girl,Minor,,,,,,,,,,2017
,2017-04-10,EXID,Night Rather Than Day,낮보다는 밤,Tiger Cave,Youtube,Girl,Major,,,,,,,,,,2017
,2017-04-10,Teen Top,Love Is,재밌어?,ZANYBROS,Youtube,Boy,Major,,,,,,,,,,2017
,2017-04-10,Jeong Eunji,The Spring,너란 봄,,Youtube,Girl Solo,Major,,,,,,,,,,2017
,2017-04-10,Miso,KKPP,낄끼빠빠,,Youtube,Girl Solo,Major,,,,,,,,,,2017
,2017-04-06,DAY6,I'm Serious,장난 아닌데,Naive,Youtube,Boy,Major,,,,,,,,,,2017
,2017-04-05,IMFACT,Tension Up,텐션업,,Youtube,Boy,Major,,,,,,,,,,2017
,2017-04-13,Wassup,Color TV,컬러 티비,,Youtube,Girl,Major,,,,,,,,,,2017
,2017-04-13,Zico,She's A Baby,쉬스어베이비,,Youtube,Boy Solo,Minor,,,,,,,,,,2017
,2017-04-13,Kisum,Sleep Tight feat. Gilgubonggu,잘자,,Youtube,Girl Solo,Minor,,,,,,,,,,2017
,2017-04-16,Berry Good,BibbidiBobbidiBoo,비비디바비디부,,Youtube,Girl,Major,,,,,,,,,,2017
,2017-04-16,LABOUM,Hwi Hwi,휘휘,,Youtube,Girl,Major,,,,,,,,,,2017
,2017-04-16,Minzy,Ninano feat. Flowsik,니나노,Tiger Cave,Youtube,Girl Solo,Major,,,,,,,,,,2017
,2017-04-16,LOONA,Everyday I Love You (Vivi),에브리데이 아이 러브 유,Digipedi,Youtube,Girl,Minor,,,,,,,,,,2017
,2017-04-17,SF9,Easy Love,쉽다,August Frogs,Youtube,Boy,Major,,,,,,,,,,2017
,2017-04-18,DIA,Will You Go Out With Me,나랑 사귈래,,Youtube,Girl,Major,,,,,,,,,,2017
,2017-04-18,Apink,Always,얼웨이즈,,Youtube,Girl,Minor,,,,,,,,,,2017
,2017-04-20,Bonus Baby,If I Become An Adult,어른이 된다면,,Youtube,Girl,Major,,,,,,,,,,2017
,2018-01-02,TRCNG,Wolf Baby,울프베이비,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-01-03,N.Flying,Hot Potato,뜨거운 감자,,Youtube,Boy,Major,,,,,,,,,,2018
Post,2018-01-03,Momoland,BBoom BBoom,뿜뿜,C.crew creative,Youtube,Girl,Major,,,,,,,,,,2018
,2018-01-02,Drug Restaurant,Her,헐,,Youtube,Boy,Major,,,,,,,,,,2018
Post,2018-01-09,Oh My Girl,Secret Garden,비밀정원,,Youtube,Girl,Major,,,,,,,,,,2018
,2018-01-11,Twice,Candy Pop,캔디팝,Naive,Youtube,Girl,Japanese,,,,,,,,,,2018
,2018-01-08,Infinite,Tell Me,텔미,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-01-08,Block B,Don't Leave,떠나지마요,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-01-09,MONSTA X,Spotlight,스포트라이트,,Youtube,Boy,Japanese,,,,,,,,,,2018
,2018-01-10,MXM,Diamond Girl,다이아몬드걸,,Youtube,Boy,Minor,,,,,,,,,,2018
,2018-01-10,Jo Kwon,Lonely,새벽,,Youtube,Boy Solo,Minor,,,,,,,,,,2018
,2018-01-08,Jang Wooyoung,Going Going,고잉고잉,,Youtube,Boy Solo,Minor,,,,,,,,,,2018
,2018-02-21,Weki Meki,La La La,라라라,,Youtube,Girl,Major,,,,,,,,,,2018
,2018-02-21,VROMANCE,Star,별,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-02-20,I.M (Monsta X),Fly With Me,플라이위드미,,Youtube,Boy Solo,Minor,,,,,,,,,,2018
,2018-02-20,BoA,"One Shot, Two Shot",원샷 투샷,,Youtube,Girl Solo,Major,,,,,,,,,,2018
,2018-02-19,Yang Yoseop,Where I Am Gone,네가 없는 곳,,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-02-18,NCT U,BOSS,보스,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-02-18,Boyfriend,Try My Wings,트라이 마이 윙스,,Youtube,Boy,Japanese,,,,,,,,,,2018
,2018-02-15,Kino (Pentagon),Lonely,론리,,Youtube,Boy Solo,Minor,,,,,,,,,,2018
,2018-02-14,Suzy,SObeR,소버,,Youtube,Girl Solo,Major,,,,,,,,,,2018
,2018-01-29,Suzy,Holiday feat. DPR LIVE,홀리데이,VISUALSFROM.,Youtube,Girl Solo,Major,,,,,,,,,,2018
,2018-02-13,Park Boram,Will Be Fine,애쓰지 마요,,Youtube,Girl Solo,Major,,,,,,,,,,2018
,2018-02-12,Roy Kim,Only Then,그때 헤어지면 돼,,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-02-12,Yang Yoseop,Star,별,,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-02-10,VAV,Gorgeous,예쁘다고,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-02-07,"Naeun, Jinsol (APRIL)",My Story,내 이야기,,Youtube,Girl,Minor,,,,,,,,,,2018
,2018-02-07,Hong Jinyoung,Good Bye,잘가라,,Youtube,Girl Solo,Major,,,,,,,,,,2018
,2018-02-06,CoCoSoRi,Mi Amor,미아모르,,Youtube,Girl,Major,,,,,,,,,,2018
,2018-02-06,Hyolyn,To Do List,내일할래,,Youtube,Girl Solo,Major,,,,,,,,,,2018
,2018-02-06,MONSTA X,In Time,인타임,,Youtube,Boy,Minor,,,,,,,,,,2018
,2018-02-05,DAY6,If We Can Meet Again,If ～また逢えたら～,,Youtube,Boy,Japanese,,,,,,,,,,2018
,2018-02-05,SEVENTEEN,Thanks,고맙다,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-02-04,100%,Song For You,송포유,,Youtube,Boy,Japanese,,,,,,,,,,2018
,2018-02-03,BLACKSIX,Alone,쓸쓸해,,Youtube,Boy,Minor,,,,,,,,,,2018
,2018-02-02,Henry,Monster,몬스터,,Youtube,Boy,English,,,,,,,,,,2018
,2018-02-01,Davichi,Just The Two Of Us,우리 둘,,Youtube,Girl,Major,,,,,,,,,,2018
,2018-02-01,gugudan,The Boots,더 부츠,Purple Straw Film,Youtube,Girl,Major,,,,,,,,,,2018
,2018-01-31,14U,Don't Be Pretty,예뻐지지마,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-01-31,BoA,Nega Dola,내가 돌아,,Youtube,Girl Solo,Major,,,,,,,,,,2018
,2018-01-31,Soya,Show,쇼,,Youtube,Girl Solo,Major,,,,,,,,,,2018
,2018-01-29,Risso,Alergy,알러지,,Youtube,Girl Solo,Minor,,,,,,,,,,2018
,2018-01-29,LOONA,One&Only (GoWon),원 앤 온리,,Youtube,Girl,Major,,,,,,,,,,2018
,2018-01-29,DEAN,instagram,인스타그램,,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-01-29,Golden Child,It's You,너라고,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-01-29,Red Velvet,Bad Boy,배드보이,Flexible Pictures,Youtube,Girl,Major,,,,,,,,,,2018
,2018-01-28,VAV,Spotlight,스팟라잇,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-01-25,iKON,Love Scenario,사랑을 했다,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-01-24,fromis_9,To Heart,투하트,VISUALSFROM.,Youtube,Girl,Major,,,,,,,,,,2018
,2018-01-24,Jeong Sewoon,Baby It's U,베이비잇츄,,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-01-23,Target,Awake,어웨이크,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-01-23,Jonghyun,Before Our Spring,우린 봄이 오기 전에,,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-01-22,Jonghyun,Shinin',빛이 나,HIGHQUALITYFISH,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-01-22,Ravi,Nirvana feat. Park Jimin,너바나,,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-01-22,Suzy,In Love With Someone Else,다른사람을 사랑하고 있어,,Youtube,Girl Solo,Minor,,,,,,,,,,2018
,2018-03-21,Honey Popcorn,Bibidi Babidi Boo,비비디바비디부,,Youtube,Girl,Major,,,,,,,,,,2018
,2018-03-21,SEVENTEEN,Just Do It (BSS),거침없이,,Youtube,Boy,Minor,,,,,,,,,,2018
,2018-03-20,SF9,Together,투게더,,Youtube,Boy,Minor,,,,,,,,,,2018
Post,2018-03-19,Wanna One,Boomerang,부메랑,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-03-17,Tweety,Bad Boy,배드 보이,,Youtube,Girl,Major,,,,,,,,,,2018
,2018-03-15,FTISLAND,Hold The Moon,,,Youtube,Boy,Japanese,,,,,,,,,,2018
,2018-03-15,UP10TION,Candyland,캔디랜드,Naive,Youtube,Boy,Major,,,,,,,,,,2018
,2018-03-14,Hoya,Angel,앤젤,,Youtube,Boy Solo,Minor,,,,,,,,,,2018
,2018-03-13,NCT 127,Touch,터치,Kim 'Oui Kim' Seonguk,Youtube,Boy,Major,,,,,,,,,,2018
,2018-03-13,Golden Child,Lady,레이디,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-03-12,Bubble X,Follow,팔로우,,Youtube,Girl,Major,,,,,,,,,,2018
,2018-03-12,GOT7,Look,룩,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-03-12,APRIL,The Blue Bird,파랑새,Naive,Youtube,Girl,Major,,,,,,,,,,2018
,2018-03-11,HEYNE,Insomnia,잠이 오지 않아,,Youtube,Girl Solo,Major,,,,,,,,,,2018
,2018-03-08,Marmello,Wake Me Up,웩미업,,Youtube,Girl,Major,,,,,,,,,,2018
,2018-03-08,ONF,Difficult,디피컬트,,Youtube,Boy,Minor,,,,,,,,,,2018
,2018-03-08,Heize,Didn't Know Me,내가 더 나빠,,Youtube,Girl Solo,Major,,,,,,,,,,2018
,2018-03-08,Heize,Jenga feat. Gaeko,젠가,,Youtube,Girl Solo,Major,,,,,,,,,,2018
,2018-03-07,Sojung (Ladies' Code),Stay Here,스테이 히어,,Youtube,Girl Solo,Major,,,,,,,,,,2018
Post,2018-03-06,Mamamoo,Star Wind Flower Sun,별 바람 꽃 태양,,Youtube,Girl,Minor,,,,,,,,,,2018
Post,2018-03-07,Mamamoo,Starry Night,별이 빛나는 밤,,Youtube,Girl,Major,,,,,,,,,,2018
,2018-03-06,MXM,Gone Cold,식어버린 온도,,Youtube,Boy,Major,,,,,,,,,,2018
Post,2018-03-05,Wanna One,I.P.U,약속해요,,Youtube,Boy,Minor,,,,,,,,,,2018
,2018-03-04,NCT DREAM,GO,고,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-03-01,j-hope,Daydream,백일몽,,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-03-06,j-hope,Airplane,에어플레인,,Youtube,Boy Solo,Minor,,,,,,,,,,2018
,2018-02-28,Red Velvet,I Just,아이 저스트,,Youtube,Girl,Minor,,,,,,,,,,2018
,2018-02-28,Jeon Soyeon,Idle Song,아이들 쏭,,Youtube,Girl Solo,Minor,,,,,,,,,,2018
,2018-02-26,SF9,Mamma Mia,맘마미아,Purple Straw Film,Youtube,Boy,Major,,,,,,,,,,2018
,2018-02-15,N.tic,Once Again,원스 어게인,,Youtube,Boy,Major,,,,,,,,,,2018
Post,2018-04-09,Twice,What Is Love?,웟이즈러브,Naive,Youtube,Girl,Major,,,,,,,,,,2018
,2018-04-12,Baby Boo,Kiss Me,키스미,,Youtube,Girl,Major,,,,,,,,,,2018
Post,2018-04-12,Super Junior,Lo Siento feat. Leslie Grace,로시엔토,Tiger Cave,Youtube,Boy,Major,,,,,,,,,,2018
,2018-04-11,Eric Nam,Honestly…,솔직히,,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-04-11,Yoo Seonho,Maybe Spring,봄이 오면,,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-04-10,JooYoung,Daydream,데이드림,,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-04-10,EXO-CBX,Blooming Day,花요일,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-04-09,Gunmin X Heedo (B.I.G),Don't Worry,돈워리,,Youtube,Boy,Minor,,,,,,,,,,2018
,2018-04-09,Eric Nam,Potion feat. Woodie Gochild,포션,,Youtube,Boy Solo,Major,,,,,,,,,,2018
,2018-04-08,NOIR,Gangsta,갱스타,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-04-07,UNB,Feeling,감각,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-04-05,YDPP,Love It Live It,러빗리빗,,Youtube,Boy,Major,,,,,,,,,,2018
,2018-04-05,Badkiz,Just One Day,딱 하루,,Youtube,Girl,Major,,,,,,,,,,2018
,2018-04-06,Ten (NCT),New Heroes,뉴 히어로즈,,Youtube,Boy Solo,Special,,,,,,,,,,2018
,2018-04-06,GreatGuys,Ganda,간다,,Youtube,Boy,Major,,,,,,,,,,2018
Post,2019-01-05,Red Velvet,Sappy,,ETUI,Youtube,Girl,Japanese,,,,,,,,,,2019
,2019-01-04,Ryeowook,Drunk in the Morning,취해,,Youtube,Boy Solo,Minor,,,,,,,,,,2019
,2019-01-04,Mfect,Designer,디자이너,,Youtube,Boy,Major,,,,,,,,,,2019
Post,2019-01-04,M.O.N.T,Will you be my girlfriend?,사귈래 말래?,,Youtube,Boy,Major,,,,,,,,,,2019
,2019-01-03,Luna,Even So,운다고,,Youtube,Girl Solo,Major,,,,,,,,,,2019
,2019-01-02,Dreamnote,I Like You,좋아하나봐,,Youtube,Girl,Special,,,,,,,,,,2019
,2019-01-02,N.Flying,Rooftop,옥탑방,,Youtube,Boy,Major,,,,,,,,,,2019
,2019-01-02,Chungha,Gotta Go,벌써 12시,,Youtube,Girl Solo,Major,,,,,,,,,,2019
,2019-01-01,Ryeowook,I'm not over you,너에게,,Youtube,Boy Solo,Major,,,,,,,,,,2019
Post,2019-01-07,Apink,Eung Eung,응응,Tiger Cave,Youtube,Girl,Major,,,,,,,,,,2019
Post,2019-01-07,iKON,I'm OK,아임 오케이,VM Project,Youtube,Boy,Major,,,,,,,,,,2019
,2019-01-07,KNK,Lonely Night,,C.crew creative,Youtube,Boy,Major,,,,,,,,,,2019
Post,2019-01-08,WJSN,La La Love,라 라 러브,Vikings League,Youtube,Girl,Major,,,,,,,,,,2019
,2019-01-08,Dreamcatcher,July 7th,약속해 우리,,Youtube,Girl,Special,,,,,,,,,,2019
,2019-01-08,Luna,Do You Love Me feat. George,,,Youtube,Girl Solo,Minor,,,,,,,,,,2019
,2019-01-08,Pentagon,COSMO,,ZANYBROS,Youtube,Boy,Japanese,,,,,,,,,,2019
Post,2019-01-14,GFRIEND,Sunrise,해야,VIKINGS LEAGUE,Youtube,Girl,Major,,,,,,,,,,2019
,2019-01-10,Twice,Likey,,Naive,Youtube,Girl,Japanese,,,,,,,,,,2019
,2019-01-09,G-reyish,Candy,캔디,,Youtube,Girl,Major,,,,,,,,,,2019
,2019-01-09,Luna,Bye Bye,안녕 이대로 안녕,,Youtube,Girl,Minor,,,,,,,,,,2019
,2019-01-09,Oneus,Valkyrie,발키리,ZANYBROS,Youtube,Boy,Major,,,,,,,,,,2019
,2019-01-09,Verivery,Ring Ring Ring,불러줘,,Youtube,Boy,Major,,,,,,,,,,2019
,2019-01-16,Astro,All Night,전화해,,Youtube,Boy,Major,,,,,,,,,,2019
,2019-01-16,April,Oh-eh-oh,,,Youtube,Girl,Japanese,,,,,,,,,,2019
,2019-01-15,HUTA,Ya,,,Youtube,Boy Solo,Major,,,,,,,,,,2019
Post,2019-01-15,ATEEZ,Say My Name,,Flipevil,Youtube,Boy,Major,,,,,,,,,,2019
,2019-01-15,Nature,Dream About U,꿈꿨어,,Youtube,Girl,Major,,,,,,,,,,2019
,2019-01-15,Favorite,Loca,,,Youtube,Girl,Major,,,,,,,,,,2019
,2019-01-14,Lu:kus,FAKER,,,Youtube,Boy,Major,,,,,,,,,,2019
,2019-01-21,Seventeen,Home,,,Youtube,Boy,Major,,,,,,,,,,2019
Post,2019-01-21,Cherry Bullet,Q&A,큐앤에이,FantazyLab,Youtube,Girl,Major,,,,,,,,,,2019
,2019-01-19,Hyomin,U Um U Um,으음으음,,Youtube,Girl Solo,Major,,,,,,,,,,2019
,2019-01-22,MustB,I Want U,,,Youtube,Boy,Major,,,,,,,,,,2019
,2019-01-28,CoCo,TalkTalk,톡톡,,Youtube,Girl,Major,,,,,,,,,,2019
,2019-01-27,Snuper,Weekend Secret,,,Youtube,Boy,Japanese,,,,,,,,,,2019
,2019-01-24,IZ*ONE,Suki to Iwasetai,,,Youtube,Girl,Japanese,,,,,,,,,,2019
,2019-01-24,IMFACT,Only U,온리 유,,Youtube,Boy,Major,,,,,,,,,,2019
,2019-01-30,CLC,No,노,,Youtube,Girl,Major,,,,,,,,,,2019
,2019-01-29,NeonPunch,TicToc,,,Youtube,Girl,Major,,,,,,,,,,2019
,2019-02-11,TST,Wake Up,,,Youtube,Boy,Major,,,,,,,,,,2019
,2019-02-11,Taemin,WANT,,Rigend Film,Youtube,Boy Solo,Major,,,,,,,,,,2019
,2019-01-31,Hi Cutie,Valentine's Day,발렌타인데이,,Youtube,Girl,Special,,,,,,,,,,2019
Post,2019-02-10,ITZY,DALLA DALLA,달라달라,Naive,Youtube,Girl,Major,,,,,,,,,,2019
,2019-02-08,Pierce,Shadow,그림자,,Youtube,Girl,Major,,,,,,,,,,2019
,2019-02-08,Koyote,Fact,팩트,,Youtube,Co-ed,Major,,,,,,,,,,2019
,2019-02-07,Twice,What is Love? -Japanese ver.-,,Naive,Youtube,Girl,Japanese,,,,,,,,,,2019
,2019-02-07,ONF,We Must Love,사랑하게 될 거야,,Youtube,Boy,Major,,,,,,,,,,2019
,2019-02-06,Lafee,Hello,,,Youtube,Girl Solo,Major,,,,,,,,,,2019
,2019-02-05,Yesung,Because I Love You,,,Youtube,Boy Solo,Japanese,,,,,,,,,,2019
,2019-01-31,N.Flying,Stand by me,,,Youtube,Boy,Japanese,,,,,,,,,,2019
,2019-02-04,Mamamoo,Wind flower -Japanese ver.-,,,Youtube,Girl,Japanese,,,,,,,,,,2019
,2019-02-01,VIXX,Walking,걷고있다,,Youtube,Boy,Special,,,,,,,,,,2019
,2019-02-22,Yukika,Neon,네온,,Youtube,Girl Solo,Major,,,,,,,,,,2019
,2019-02-10,FTISLAND,God Bless You,,,Youtube,Boy,Japanese,,,,,,,,,,2019
,2019-02-21,Seven O'clock,Get Away,,,Youtube,Boy,Major,,,,,,,,,,2019
,2019-02-20,U Sung Eun,Deep,,,Youtube,Girl Solo,Major,,,,,,,,,,2019
,2019-02-20,SF9,Enough,예뻐지지,ZANYBROS,Youtube,Boy,Major,,,,,,,,,,2019
,2019-02-20,Hyomin,Allure,,,Youtube,Girl Solo,Major,,,,,,,,,,2019
,2019-02-19,Wanna.B,Leggo,,Eyelance,Youtube,Girl,Major,,,,,,,,,,2019
,2019-02-19,The Pink Lady,God Girl,,,Youtube,Girl,Major,,,,,,,,,,2019
,2019-02-19,Trei,Gravity,,,Youtube,Boy,Major,,,,,,,,,,2019
,2019-02-19,(G)I-dle,Blow Your Mind,,,Youtube,Girl,Minor,,,,,,,,,,2019
Post,2019-02-19,LOONA,Butterfly,,,Youtube,Girl,Major,,,,,,,,,,2019
,2019-02-18,Miso,On and On,온앤온,,Youtube,Girl Solo,Major,,,,,,,,,,2019
,2019-02-18,Nichkhun,Lucky Charm,,,Youtube,Boy Solo,Minor,,,,,,,,,,2019
Post,2019-02-18,MONSTA X,Alligator,엘리게이터,,Youtube,Boy,Major,,,,,,,,,,2019
,2019-02-13,9Muses,Remember,,,Youtube,Girl,Special,,,,,,,,,,2019
,2019-03-05,Dreamcatcher,And There Was Noone Left,그리고 아무도 없었다,,Youtube,Girl,Special,,,,,,,,,,2019
,2019-03-05,Ravi,Tuxedo,,,Youtube,Boy Solo,Major,,,,,,,,,,2019
,2019-03-05,DALsooobin,Katchup,케첩,,Youtube,Girl Solo,Major,,,,,,,,,,2019
,2019-03-04,MONSTA X,Shoot Out (Japanese),,,Youtube,Boy,Japanese,,,,,,,,,,2019
,2019-03-04,Jang Dongwoo,News,,,Youtube,Boy Solo,Major,,,,,,,,,,2019
,2019-03-04,Jang Dongwoo,Party Girl,,,Youtube,Boy Solo,Major,,,,,,,,,,2019
Post,2019-03-04,TXT,Crown,어느날 머리에서 뿔이 자랐다,Lumpens,Youtube,Boy,Major,,,,,,,,,,2019
